INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Palo Bajo', '71 ', '294 ', 'NUEVA TENOCHTITLAN', 'GUSTAVO A. MADERO', '11998');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Voltaire', '110 ', '224 ', 'GUADALUPE PROLETARIA (AMPL)', 'GUSTAVO A. MADERO', '14522');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Aguascalientes', '207 ', '99 ', 'LA JOYITA', 'GUSTAVO A. MADERO', '14032');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Puebla', '118 ', '200 ', 'ISSSFAM No. 1 (U HAB)-VILLA TLALPAN', 'TLALPAN', '14854');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Emiliano Zapata', '82 ', '137 ', 'SAN JOSE TICOMAN', 'GUSTAVO A. MADERO', '17545');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Coruña', '88 ', '123 ', 'PEDREGAL DE STO DOMINGO IX', 'COYOACAN', '12090');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Juárez', '151 ', '207 ', 'GUADALUPE PROLETARIA', 'GUSTAVO A. MADERO', '13850');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Sevilla', '184 ', '217 ', 'MOLINO DE SANTO DOMINGO', 'ALVARO OBREGON', '19885');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Piedra del Comal', '126 ', '269 ', 'GUADALUPE PROLETARIA (AMPL)', 'GUSTAVO A. MADERO', '17204');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Avance', '175 ', '293 ', 'LOMA DEL PADRE', 'CUAJIMALPA DE MORELOS', '10086');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Barrio La Lonja', '235 ', '110 ', 'RESIDENCIAL LA ESCALERA (FRACC)', 'GUSTAVO A. MADERO', '10075');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Guerrero', '256 ', '122 ', 'ACUEDUCTO DE GUADALUPE (RDCIAL)', 'GUSTAVO A. MADERO', '11727');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Voltaire', '270 ', '290 ', 'PETROLERA TAXQUEA', 'COYOACAN', '13876');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('30 de febrero', '153 ', '215 ', 'NUEVA SANTA MARIA', 'AZCAPOTZALCO', '19928');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 13', '62 ', '223 ', 'ISIDRO  FABELA (AMPL)', 'TLALPAN', '10544');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Guadalupe', '270 ', '49 ', 'TEPETATAL', 'GUSTAVO A. MADERO', '14602');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Jalisco', '115 ', '174 ', 'COMPOSITORES MEXICANOS', 'GUSTAVO A. MADERO', '14487');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Jalisco', '179 ', '24 ', 'LIBERALES DE 1857', 'ALVARO OBREGON', '19842');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 11', '212 ', '276 ', 'EL TORO', 'LA MAGDALENA CONTRERAS', '14390');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Benito Juárez', '8 ', '115 ', 'PEDREGAL DE LAS AGUILAS', 'TLALPAN', '17944');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 5', '71 ', '206 ', 'LOMAS DE SAN ANGEL INN', 'ALVARO OBREGON', '17223');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 6', '183 ', '155 ', 'SANTA APOLONIA (BARR)', 'AZCAPOTZALCO', '11362');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 8', '174 ', '270 ', 'GRANJAS SAN ANTONIO', 'IZTAPALAPA', '12517');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('los Misterios', '253 ', '170 ', 'EMILIANO ZAPATA (U HAB)', 'VENUSTIANO CARRANZA', '10368');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 11', '100 ', '199 ', 'DOCTORES III', 'CUAUHTEMOC', '15973');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Constituyentes', '18 ', '231 ', 'USCOVI (U HAB)', 'IZTAPALAPA', '17299');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle de la Amargura', '258 ', '278 ', 'TORIELLO GUERRA', 'TLALPAN', '14422');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Tláhuac', '195 ', '177 ', 'PEDREGAL DE STO DOMINGO I', 'COYOACAN', '15862');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Anillo Periférico', '114 ', '165 ', 'ESCANDON I', 'MIGUEL HIDALGO', '16091');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Regina', '161 ', '217 ', 'LORETO PEA POBRE (U HAB)', 'XOCHIMILCO', '15035');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Alhóndiga', '269 ', '58 ', 'ALTILLO (COND ALTILLO UNIVERSIDAD)', 'COYOACAN', '14133');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Anillo Periférico', '183 ', '117 ', 'PRADOS LA PROVIDENCIA', 'ALVARO OBREGON', '14139');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Presidente Masaryk', '269 ', '27 ', 'PARAJES BUENAVISTA (TETECON)', 'IZTAPALAPA', '19578');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Voltaire', '170 ', '62 ', 'ALBARRADAS (U HAB)', 'IZTAPALAPA', '15021');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Eje 3 Norte', '127 ', '209 ', 'LORETO PEA POBRE (U HAB)', 'XOCHIMILCO', '13881');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Yucatán', '295 ', '158 ', 'LA CASILDA', 'GUSTAVO A. MADERO', '18474');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Diablotitla', '105 ', '20 ', 'SAN PEDRO EL CHICO', 'GUSTAVO A. MADERO', '12838');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Yucatán', '82 ', '52 ', 'FERROCARRILERA INSURGENTES', 'GUSTAVO A. MADERO', '14061');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Victoria', '183 ', '147 ', 'AGRICOLA ORIENTAL IV', 'IZTACALCO', '10905');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 10', '247 ', '177 ', 'HUESO PERIFERICO-ISSSFAM NO. 7 (U HABS)', 'TLALPAN', '16687');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Nuevo León', '238 ', '19 ', 'GRANJAS COAPA ORIENTE', 'TLALPAN', '19608');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Paseo de la Reforma', '186 ', '30 ', 'MIGUEL HIDALGO OTE', 'TLAHUAC', '12295');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Tlalpan', '71 ', '111 ', 'MORELOS I', 'VENUSTIANO CARRANZA', '10081');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('República de Cuba', '107 ', '167 ', 'INDEPENDENCIA', 'BENITO JUAREZ', '11064');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Centenario', '181 ', '45 ', 'JALALPA (AMPL)', 'ALVARO OBREGON', '18526');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Paul Dirac', '10 ', '168 ', 'XALPA', 'CUAJIMALPA DE MORELOS', '14673');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Piedra del Comal', '268 ', '20 ', 'MINERVA', 'IZTAPALAPA', '10186');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 3', '126 ', '228 ', 'ROMA NORTE II', 'CUAUHTEMOC', '13217');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Tiro al pichón', '222 ', '222 ', 'LIBERACION PROLETARIA', 'ALVARO OBREGON', '10641');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Presidente Masaryk', '288 ', '88 ', 'CUAUHTEMOC', 'CUAUHTEMOC', '19961');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Tiro al pichón', '232 ', '246 ', 'LA DRAGA', 'TLAHUAC', '11972');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 6', '136 ', '93 ', '7 DE JULIO', 'VENUSTIANO CARRANZA', '11107');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Alberto Einstein', '114 ', '17 ', 'NUEVA INDUSTRIAL VALLEJO (FRACC)', 'GUSTAVO A. MADERO', '13640');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Francisco I. Madero', '252 ', '227 ', 'LA PRADERA I (U HAB)', 'GUSTAVO A. MADERO', '19680');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Añejo de Bacardí', '121 ', '163 ', 'LOMAS VIRREYES (LOMAS DE CHAPULTEPEC)', 'MIGUEL HIDALGO', '14821');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Eje 1 Poniente', '253 ', '29 ', 'LOMAS DE CHAPULTEPEC', 'MIGUEL HIDALGO', '19762');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Batalla de Naco', '96 ', '144 ', 'EL BOSQUE 2DA SECCION (AMPL)', 'ALVARO OBREGON', '11511');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 1', '291 ', '209 ', 'ALPES (AMPL)', 'ALVARO OBREGON', '12613');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 5', '214 ', '177 ', 'TABLAS DE SAN AGUSTIN', 'GUSTAVO A. MADERO', '13808');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('16 de Septiembre', '215 ', '164 ', 'LA CONCEPCION TLACOAPA (BARR)', 'XOCHIMILCO', '18455');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 12', '38 ', '81 ', 'LA CARBONERA', 'LA MAGDALENA CONTRERAS', '15643');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Lago de la Muerte', '10 ', '42 ', 'LA TORTUGA XOLALPA-HCO COLEGIO MILITAR', 'TLALPAN', '15535');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Nación', '216 ', '44 ', 'SAN MATEO XALPA (PBLO)', 'XOCHIMILCO', '12002');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Yucatán', '166 ', '101 ', 'CANTERA PUENTE DE PIEDRA', 'TLALPAN', '12387');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Aguascalientes', '174 ', '55 ', '7 DE NOVIEMBRE', 'GUSTAVO A. MADERO', '11708');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Tláhuac', '146 ', '182 ', 'SAN SEBASTIAN TECOLOXTITLAN (PBLO)', 'IZTAPALAPA', '13982');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Bucareli', '242 ', '244 ', 'SAN ANTONIO TECOMITL (PBLO)', 'MILPA ALTA', '13803');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Emiliano Zapata', '124 ', '263 ', 'GRANJAS ESMERALDA', 'IZTAPALAPA', '18188');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Tamaulipas', '238 ', '18 ', 'LA CARBONERA', 'LA MAGDALENA CONTRERAS', '17123');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Puebla', '161 ', '194 ', 'EL ARBOLILLO 3 (U HAB)', 'GUSTAVO A. MADERO', '19679');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 1', '276 ', '253 ', 'EJERCITO DE ORIENTE (U HAB) I', 'IZTAPALAPA', '11988');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Horacio', '6 ', '196 ', 'SANTA CECILIA', 'COYOACAN', '15024');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Santa Ana', '126 ', '224 ', 'ROMERO DE TERREROS', 'COYOACAN', '18246');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('República de Argentina', '159 ', '234 ', 'MALACATES', 'GUSTAVO A. MADERO', '18348');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Iturbide', '12 ', '295 ', 'TLAZINTLA', 'IZTACALCO', '19170');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Calle 14', '40 ', '274 ', 'INFONAVIT CULHUACAN ZONA 2 (U HAB)', 'COYOACAN', '18426');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Regina', '170 ', '82 ', 'SANTIAGO TEPALCATLALPAN (PBLO)', 'XOCHIMILCO', '18712');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Independencia', '161 ', '194 ', 'SAN JUAN (BARR)', 'XOCHIMILCO', '15723');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Juárez', '240 ', '86 ', 'GRANJAS ESMERALDA', 'IZTAPALAPA', '18139');
INSERT INTO domicilio(calle,numerointerior,numeroexterior,colonia,delegacion,codigopostal) VALUES ('Jalisco', '230 ', '234 ', 'SANTA LUCIA', 'ALVARO OBREGON', '12563');
